,Obs,Time,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,Status,filename,date,site,species,sppcode,ID
2513,66,10884.5,8.19,0.209,316,2.24,1.06,6,1,2.84,29.31,30.02,29.04,399.84,388.95,30.91,33.515,72.14,78.22,499.8,1300,12,95.59,3.03,0.341,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
2613,67,11010.8,8.27,0.209,316,2.21,1.04,6,1,2.84,29.77,29.87,29.82,400.46,389.49,30.773,33.336,69.97,75.8,499.4,1001,13,95.59,2.96,0.321,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
2713,68,11019,8.24,0.209,316,2.21,1.04,6,1,2.84,29.78,29.87,29.82,400.48,389.56,30.769,33.333,69.91,75.73,499.8,1001,14,95.59,2.96,0.321,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
2813,69,11019,8.24,0.209,316,2.21,1.04,6,1,2.84,29.78,29.87,29.82,400.48,389.56,30.769,33.333,69.91,75.73,499.8,1001,14,95.59,2.96,0.321,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
2913,70,11023.5,8.25,0.207,315,2.2,1.05,6,1,2.84,29.79,29.88,29.82,400.47,389.54,30.765,33.316,69.88,75.67,499.7,1001,14,95.59,2.96,0.321,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3013,71,11129.8,8.22,0.203,315,2.2,1.07,6,1,2.84,30.3,29.92,30.6,400.64,389.75,30.682,33.233,67.65,73.27,499.6,800,12,95.58,2.92,0.305,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3117,72,11135,8.24,0.202,314,2.19,1.07,6,1,2.84,30.31,29.93,30.6,400.66,389.75,30.678,33.217,67.59,73.19,499.9,800,12,95.58,2.92,0.305,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3215,73,11266,7.8,0.191,315,2.13,1.1,6,1,2.84,30.91,29.99,31.37,400.64,390.27,30.611,33.088,65.2,70.47,499.8,499,12,95.58,3.14,0.279,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3313,74,11269.8,7.8,0.191,315,2.13,1.1,6,1,2.84,30.91,29.99,31.38,400.52,390.38,30.607,33.076,65.2,70.47,499.9,500,11,95.58,3.14,0.279,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3413,75,11370.5,6.76,0.182,322,2.07,1.11,6,1,2.84,31.22,30,31.77,400.79,391.7,30.553,32.962,63.92,68.96,499.7,300,11,95.58,3.18,0.265,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3513,76,11374.3,6.76,0.182,322,2.07,1.11,6,1,2.84,31.23,30.01,31.77,400.89,391.71,30.554,32.985,63.92,68.96,499.9,301,11,95.58,3.18,0.265,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3613,77,11585.8,6.09,0.174,327,2.03,1.14,6,1,2.84,31.33,30.04,31.77,400.9,392.63,30.457,32.809,63.32,68.21,499.8,202,10,95.58,3.14,0.269,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3713,78,11588,6.08,0.173,326,2.02,1.14,6,1,2.84,31.34,30.05,31.77,400.93,392.69,30.462,32.805,63.3,68.17,499.8,202,11,95.57,3.14,0.269,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3813,79,11713.3,4.3,0.168,345,1.96,1.14,6,1,2.84,31.37,30.02,31.77,400.98,394.89,30.428,32.708,63.11,67.84,499.7,101,11,95.57,3.11,0.255,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
3913,80,11716.3,4.3,0.168,345,1.96,1.14,6,1,2.84,31.37,30.01,31.76,400.99,394.87,30.424,32.699,63.11,67.84,499.8,100,12,95.57,3.11,0.255,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
4012,81,11902.8,2.39,0.164,365,1.95,1.16,6,1,2.84,31.52,30.05,31.97,401.02,397.23,30.361,32.62,62.45,67.1,500,49,12,95.57,3.16,0.256,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
4115,82,11907.3,2.5,0.164,364,1.95,1.15,6,1,2.84,31.51,30.05,31.96,401.08,397.14,30.359,32.622,62.47,67.12,499.8,49,13,95.57,3.16,0.256,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
4212,83,12068.3,0.807,0.158,383,1.9,1.17,6,1,2.84,31.53,30.06,31.96,401.16,399.28,30.328,32.538,62.33,66.87,499.8,20,13,95.57,3.42,0.257,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
4312,84,12073.5,0.751,0.158,383,1.91,1.17,6,1,2.84,31.53,30.07,31.96,401.06,399.25,30.327,32.541,62.33,66.88,499.7,19,13,95.57,3.42,0.257,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
447,85,12292.3,-0.279,0.155,395,1.91,1.19,6,1,2.84,31.57,30.17,31.96,401.04,400.46,30.288,32.509,62.09,66.65,499.7,0,14,95.56,3.21,0.259,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
453,86,12295.3,-0.279,0.155,395,1.91,1.19,6,1,2.84,31.57,30.15,31.96,401.12,400.45,30.29,32.515,62.09,66.65,499.8,0,14,95.56,3.21,0.259,111115,20200828_SR.xlsx,8/28/20,J19,Celastrus orbiculatus,ceorb,ceorb-J19-1
180,1,1129.5,7.75,0.288,337,2.55,0.895,5.889,1,2.84,29.79,29.99,29.62,399.97,389.47,32.194,35.146,73.2,79.91,499.7,1299,75,95.7,3.03,0.286,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
240,2,1133.3,7.73,0.29,338,2.56,0.892,5.889,1,2.84,29.8,29.99,29.63,399.99,389.52,32.206,35.168,73.19,79.92,499.8,1300,76,95.7,3.03,0.286,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
380,3,1546.3,5.55,0.298,254,3.14,1.07,5.889,1,2.84,29.84,30.01,29.62,299.69,291.92,29.738,33.38,67.41,75.67,499.7,1300,79,95.69,2.29,0.231,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
448,4,1550.8,5.58,0.299,254,3.13,1.06,5.889,1,2.84,29.84,29.99,29.62,299.76,291.97,29.747,33.379,67.43,75.67,499.8,1299,79,95.69,2.29,0.231,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
514,5,1733.5,3.28,0.302,173,3.15,1.06,5.889,1,2.84,29.84,30.03,29.62,199.54,194.86,29.88,33.532,67.72,76,499.6,1299,59,95.69,1.3,0.269,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
614,6,1738.8,3.32,0.301,172,3.13,1.06,5.889,1,2.84,29.85,30.03,29.62,199.58,194.85,29.885,33.522,67.7,75.94,499.9,1301,61,95.69,1.3,0.269,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
714,7,2008.5,0.775,0.3,91.4,3.15,1.07,5.889,1,2.84,30.04,30.06,30.01,98.96,97.66,29.864,33.522,66.91,75.11,499.8,1299,80,95.69,0.463,0.275,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
814,8,2012.3,0.789,0.301,91.3,3.16,1.07,5.889,1,2.84,30.05,30.05,30.02,98.93,97.62,29.864,33.525,66.9,75.1,499.8,1300,80,95.69,0.463,0.275,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
914,9,2187.3,-0.472,0.299,51.7,3.15,1.07,5.889,1,2.84,29.95,30.06,29.81,49.5,49.88,29.871,33.524,67.27,75.5,499.6,1300,57,95.69,0.0894,0.272,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1014,10,2188.8,-0.472,0.299,51.7,3.15,1.07,5.889,1,2.84,29.96,30.07,29.82,49.56,49.93,29.871,33.538,67.27,75.5,499.8,1300,56,95.69,0.0894,0.272,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1118,11,2509,7.52,0.297,339,3.17,1.08,5.889,1,2.84,30.04,30.07,30.01,400.43,389.91,29.687,33.372,66.51,74.76,499.5,1300,69,95.67,3.09,0.264,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1216,12,2513.5,7.61,0.296,338,3.16,1.09,5.889,1,2.84,30.05,30.07,30.01,400.42,389.8,29.691,33.363,66.48,74.7,499.8,1300,70,95.68,3.09,0.264,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1314,13,2525.5,7.64,0.299,338,3.18,1.08,5.889,1,2.84,30.06,30.07,30.01,400.47,389.81,29.694,33.387,66.46,74.73,499.8,1301,73,95.67,3.09,0.264,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1414,14,2529.3,7.64,0.299,338,3.18,1.08,5.889,1,2.84,30.06,30.08,30.01,400.45,389.87,29.697,33.382,66.46,74.73,499.8,1300,74,95.67,3.09,0.264,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1514,15,3025.3,9.94,0.274,513,2.96,1.09,5.889,1,2.84,29.83,30.04,29.62,599.8,585.79,29.825,33.26,67.63,75.42,499.8,1300,65,95.67,4.76,0.226,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1614,16,3033.5,9.97,0.271,512,2.94,1.09,5.889,1,2.84,29.82,30.04,29.62,599.8,585.77,29.822,33.23,67.66,75.39,499.8,1300,66,95.67,4.76,0.226,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1714,17,3250.3,10.6,0.255,699,2.8,1.1,5.889,1,2.84,29.79,29.99,29.62,800.09,784.67,29.777,33.027,67.67,75.05,499.8,1299,54,95.67,6.67,0.27,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1814,18,3254,10.6,0.256,699,2.81,1.1,5.889,1,2.84,29.79,30,29.62,799.96,784.56,29.771,33.031,67.66,75.07,499.8,1299,55,95.66,6.67,0.27,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
1914,19,3516.8,10.8,0.228,885,2.63,1.15,5.889,1,2.84,29.91,30.06,29.81,1000.95,984.82,29.61,32.668,66.85,73.75,499.8,1299,60,95.66,8.87,0.262,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2014,20,3525.8,10.9,0.227,884,2.63,1.15,5.889,1,2.84,29.9,30.06,29.82,1000.89,984.66,29.605,32.658,66.86,73.76,499.7,1299,61,95.66,8.87,0.262,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2115,21,3764.5,11.8,0.199,1350,2.43,1.2,5.889,1,2.84,29.94,30.12,29.81,1501.12,1482.68,29.479,32.299,66.43,72.79,499.7,1299,84,95.66,13.7,0.219,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2213,22,3771.3,11.6,0.198,1350,2.42,1.2,5.889,1,2.84,29.94,30.13,29.82,1501.4,1483.11,29.49,32.303,66.46,72.8,499.7,1299,85,95.67,13.7,0.219,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2414,23,4662.8,6.64,0.195,326,2.35,1.18,5.889,1,2.84,29.73,30.05,29.43,399.88,390.79,29.553,32.286,67.4,73.64,499.6,1299,61,95.66,2.85,0.218,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2514,24,4668,6.71,0.195,325,2.35,1.19,5.889,1,2.84,29.72,30.06,29.43,399.89,390.72,29.556,32.288,67.42,73.65,499.7,1299,60,95.66,2.85,0.218,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2614,25,4866,6.67,0.188,324,2.24,1.17,5.889,1,2.84,30.05,29.96,30.01,399.89,390.83,29.6,32.205,66.27,72.1,499.9,1001,53,95.66,2.89,0.216,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2714,26,4868.3,6.51,0.188,325,2.23,1.17,5.889,1,2.84,30.04,29.94,30,399.74,390.88,29.597,32.193,66.3,72.11,499.9,1001,53,95.66,2.89,0.216,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2814,27,4985.5,6.58,0.181,322,2.15,1.17,5.889,1,2.84,30.29,29.9,30.41,399.99,391.07,29.58,32.083,65.3,70.83,499.7,799,65,95.66,2.96,0.202,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
2914,28,4994.5,6.59,0.181,322,2.16,1.17,5.889,1,2.84,30.3,29.9,30.4,399.99,391.07,29.575,32.086,65.26,70.8,499.8,800,65,95.66,2.96,0.202,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3014,29,5169.3,6.09,0.165,323,1.84,1.09,5.889,1,2.84,30.71,29.95,30.98,399.96,391.79,30.88,33.019,66.57,71.18,499.9,498,76,95.66,2.91,0.232,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3118,30,5178.3,6.06,0.165,323,1.85,1.09,5.889,1,2.84,30.71,29.95,30.98,399.97,391.83,30.878,33.021,66.58,71.2,499.9,500,75,95.66,2.91,0.232,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3216,31,5290.8,5.33,0.157,329,1.77,1.1,5.889,1,2.84,30.97,29.94,31.37,400.03,392.8,30.859,32.918,65.55,69.93,499.8,300,57,95.65,3.02,0.236,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3314,32,5293.8,5.33,0.157,329,1.77,1.1,5.889,1,2.84,30.98,29.95,31.38,400,392.75,30.853,32.909,65.55,69.93,499.8,300,56,95.66,3.02,0.236,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3414,33,5456.3,4.66,0.147,334,1.7,1.12,5.889,1,2.84,31.12,29.99,31.57,400.11,393.71,30.806,32.781,64.88,69.04,500,200,61,95.65,2.98,0.232,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3514,34,5460.8,4.73,0.147,333,1.7,1.12,5.889,1,2.84,31.12,29.99,31.57,400.18,393.7,30.807,32.783,64.88,69.04,499.8,201,60,95.65,2.98,0.232,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3614,35,5587.5,3.08,0.137,351,1.62,1.13,5.889,1,2.84,31.15,29.97,31.57,400.14,395.68,30.755,32.631,64.65,68.59,499.9,100,58,95.65,3.01,0.235,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3714,36,5591.3,3.14,0.138,350,1.62,1.13,5.889,1,2.84,31.16,29.97,31.57,400.17,395.63,30.754,32.636,64.63,68.58,499.8,99,57,95.65,3.01,0.235,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3814,37,5736.5,1.72,0.129,368,1.56,1.16,5.889,1,2.84,31.29,30.04,31.76,400.25,397.44,30.711,32.519,64.04,67.81,499.8,49,57,95.64,3.01,0.237,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
3914,38,5741.8,1.78,0.128,367,1.55,1.17,5.889,1,2.84,31.3,30.06,31.77,400.35,397.47,30.712,32.51,64.02,67.76,499.9,50,58,95.65,3.01,0.237,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
4013,39,5857.8,0.672,0.122,382,1.49,1.17,5.889,1,2.84,31.3,30.07,31.77,400.31,398.79,30.717,32.448,64,67.61,499.7,19,55,95.64,2.97,0.244,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
4116,40,5858.5,0.672,0.122,382,1.49,1.17,5.889,1,2.84,31.3,30.05,31.77,400.32,398.88,30.717,32.398,64,67.61,499.7,19,56,95.64,2.97,0.244,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
4213,41,6053.5,-0.459,0.114,399,1.43,1.2,5.889,1,2.84,31.25,30.13,31.56,400.36,400.23,30.679,32.34,64.12,67.59,499.8,1,68,95.63,3.01,0.205,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
4313,42,6057.3,-0.459,0.114,399,1.43,1.2,5.889,1,2.84,31.26,30.15,31.57,400.38,400.22,30.672,32.32,64.12,67.59,499.9,0,69,95.64,3.01,0.205,111115,20200828_VR.xlsx,8/28/20,J19,Rosa multiflora,romul,romul-J19-1
190,1,-44.5,8.48,0.127,272,1.78,1.35,6,1,2.84,30.4,29.99,31.17,401.19,390.19,28.243,30.317,62.12,66.68,500.6,1299,18,95.88,0.377,0.0767,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
250,2,37.3,8.51,0.129,273,1.81,1.35,6,1,2.84,30.4,30.02,31.17,401.28,390.22,28.252,30.359,62.15,66.79,500.6,1301,6,95.88,0.377,0.0767,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
390,3,242.8,6.18,0.134,210,1.87,1.35,6,1,2.84,30.33,30.08,30.98,300.22,292.16,28.372,30.547,62.65,67.45,500.6,1301,9,95.86,-0.243,0.0927,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
449,4,248,6.06,0.14,214,1.94,1.34,6,1,2.84,30.32,30.07,30.98,300.12,292.18,28.38,30.632,62.69,67.67,500.6,1301,9,95.86,-0.243,0.0927,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
515,5,614.8,3.71,0.144,149,1.94,1.31,6,1,2.84,30.26,29.97,30.98,201.07,196.18,28.466,30.725,63.09,68.1,500.6,1299,12,95.85,-0.945,0.103,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
615,6,620,3.79,0.145,148,1.95,1.31,6,1,2.84,30.27,29.96,30.99,201.06,196.06,28.463,30.73,63.06,68.08,500.7,1300,3,95.85,-0.945,0.103,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
715,7,802,1,0.148,84,1.97,1.29,6,1,2.84,30.28,29.95,30.99,98.72,97.29,28.548,30.837,63.22,68.28,500.6,1300,33,95.85,-1.58,0.107,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
815,8,805,0.978,0.148,84.2,1.98,1.3,6,1,2.84,30.27,29.96,30.99,98.63,97.23,28.545,30.84,63.21,68.3,500.7,1300,32,95.85,-1.58,0.107,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
915,9,1015,-0.333,0.153,52.4,2.01,1.27,6,1,2.84,30.25,29.9,30.99,49.66,49.93,28.606,30.936,63.44,68.6,500.7,1300,6,95.83,-2.09,0.112,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1015,10,1021,-0.299,0.153,51.9,2,1.27,6,1,2.84,30.25,29.89,30.99,49.49,49.73,28.605,30.927,63.44,68.59,500.6,1301,11,95.84,-2.09,0.112,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1119,11,1319,9.03,0.161,287,2.15,1.3,6,1,2.84,30.37,30.11,30.98,400.21,388.39,28.669,31.163,63.14,68.64,500.5,1299,42,95.85,0.292,0.108,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1217,12,1323.5,9.18,0.161,285,2.15,1.3,6,1,2.84,30.37,30.12,30.99,400.26,388.25,28.674,31.172,63.17,68.67,500.4,1299,42,95.85,0.292,0.108,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1315,13,1333.3,8.97,0.162,288,2.16,1.3,6,1,2.84,30.37,30.1,30.99,400.04,388.29,28.674,31.177,63.17,68.68,500.6,1299,42,95.85,0.292,0.108,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1415,14,1337.8,9.15,0.162,286,2.15,1.3,6,1,2.84,30.37,30.11,30.98,400.16,388.19,28.685,31.185,63.18,68.68,500.6,1299,42,95.85,0.292,0.108,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1515,15,1555.8,13.7,0.166,433,2.17,1.28,6,1,2.84,30.24,30.06,30.79,601.04,583.14,28.776,31.292,63.83,69.42,500.8,1300,53,95.85,1.52,0.11,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1615,16,1561.8,13.8,0.166,433,2.18,1.28,6,1,2.84,30.25,30.07,30.8,601.12,583.09,28.785,31.31,63.85,69.45,500.7,1300,54,95.84,1.52,0.11,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1715,17,1789.5,16.2,0.17,602,2.18,1.25,6,1,2.84,30.09,30.14,30.41,799.05,777.56,29.201,31.736,65.36,71.03,500.6,1301,47,95.86,3.06,0.132,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1815,18,1794,16.2,0.171,604,2.19,1.25,6,1,2.84,30.09,30.12,30.4,799.36,777.86,29.218,31.755,65.38,71.06,500.6,1301,49,95.85,3.06,0.132,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
1915,19,2043.5,17.5,0.171,786,2.12,1.21,6,1,2.84,29.88,30.14,30.01,999.83,976.4,29.681,32.143,67.23,72.81,500.6,1300,45,95.83,4.57,0.154,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2015,20,2047.3,17.5,0.17,785,2.11,1.21,6,1,2.84,29.88,30.13,30.01,999.9,976.49,29.691,32.141,67.25,72.8,500.5,1300,44,95.83,4.57,0.154,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2116,21,2332.3,18.1,0.176,1270,2.07,1.15,6,1,2.84,29.9,30,30.21,1499.75,1474.43,30.026,32.432,67.94,73.38,500.5,1299,40,95.84,8.37,0.192,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2214,22,2337.5,18.2,0.177,1270,2.08,1.15,6,1,2.84,29.91,30.01,30.21,1500.49,1475.01,30.048,32.46,67.96,73.42,500.7,1299,41,95.85,8.37,0.192,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2415,23,2785.3,9.1,0.174,294,1.96,1.1,6,1,2.84,29.65,30.05,29.61,400.1,388.28,30.834,33.103,70.8,76.01,500.6,1300,53,95.86,-0.286,0.214,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2515,24,2786,9.1,0.174,294,1.96,1.1,6,1,2.84,29.64,30.05,29.61,400.08,388.33,30.843,33.111,70.8,76.01,500.8,1300,53,95.85,-0.286,0.214,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2615,25,2806.3,9.21,0.173,292,1.94,1.1,6,1,2.84,29.62,30.05,29.61,400.29,388.35,30.873,33.126,70.98,76.16,500.6,1299,58,95.85,-0.286,0.214,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2715,26,2810.8,9.25,0.173,292,1.94,1.1,6,1,2.84,29.62,30.05,29.66,400.32,388.34,30.884,33.133,71,76.17,500.7,1299,60,95.84,-0.286,0.214,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2815,27,2963.3,9.02,0.176,296,1.91,1.06,6,1,2.84,30.22,29.96,30.6,400.33,388.63,31.093,33.303,69.08,73.99,500.7,1000,54,95.85,-0.301,0.222,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
2915,28,2968.5,9.11,0.178,296,1.91,1.05,6,1,2.84,30.22,29.95,30.57,400.36,388.54,31.097,33.315,69.1,74.02,500.7,1000,53,95.85,-0.301,0.222,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3015,29,3169.3,8.83,0.173,297,1.87,1.05,6,1,2.84,30.71,29.9,31.36,400.26,388.81,31.006,33.174,66.98,71.67,500.6,800,49,95.86,-0.119,0.215,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3119,30,3175.3,8.65,0.173,298,1.87,1.06,6,1,2.84,30.71,29.9,31.37,400.12,388.89,31.003,33.168,66.98,71.66,500.6,800,47,95.86,-0.119,0.215,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3217,31,3300.5,8.53,0.174,301,1.86,1.04,6,1,2.84,31.04,29.81,31.96,400.44,389.36,30.933,33.083,65.55,70.11,500.8,601,47,95.84,-0.164,0.227,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3315,32,3302.8,8.48,0.174,301,1.85,1.04,6,1,2.84,31.05,29.79,31.97,400.44,389.42,30.927,33.073,65.5,70.04,500.8,601,47,95.84,-0.164,0.227,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3415,33,3444,8.02,0.172,305,1.89,1.08,6,1,2.84,31.53,29.85,32.75,400.59,390.09,30.64,32.832,63.16,67.67,500.7,500,50,95.84,0.147,0.212,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3515,34,3450.8,8.1,0.172,304,1.9,1.08,6,1,2.84,31.54,29.85,32.74,400.72,390.12,30.622,32.821,63.09,67.63,500.7,500,49,95.84,0.147,0.212,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3615,35,3577.5,7.01,0.169,315,1.95,1.12,6,1,2.84,32.11,29.94,33.52,400.86,391.55,30.324,32.581,60.49,64.99,500.7,299,54,95.86,0.208,0.22,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3715,36,3581.3,7.01,0.169,315,1.95,1.12,6,1,2.84,32.12,29.95,33.53,400.98,391.48,30.31,32.589,60.49,64.99,500.7,300,53,95.85,0.208,0.22,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
3815,37,3690,6.32,0.164,321,1.94,1.15,6,1,2.84,32.31,29.98,33.72,401.21,392.73,30.126,32.372,59.43,63.86,500.7,200,54,95.85,0.0772,0.232,111115,20200904_TR.xlsx,9/4/20,J19,Euonymus alatus,euala,euala-J19-1
